SKU,Medication Name,Category,Strength,Dosage Form,Brand Name,Purchase Price (₦),Selling Price (₦),Current Stock,Reorder Level,Batch Number,Supplier,Warehouse Location,Expiry Date
SKU01656,Aspirin,General Medicine,25mg,Capsule,May & Baker,7660,10491.07,902,99,BT722848,Emzor Pharmaceuticals,B2,2027-06-25
SKU01657,Linezolid,Antibiotic,125mg,Tablet,Drugfield,9951,15602.87,287,34,BT372855,Evans Medical,A1,2029-07-28
SKU01658,Tranexamic Acid,General Medicine,10mg,Capsule,Pfizer,8011,10158.53,380,45,BT288165,Evans Medical,A1,2026-12-19
SKU01659,Cloxacillin,Antibiotic,500mg,Injection,GSK,4344,6772.2,807,24,BT380669,Emzor Pharmaceuticals,C1,2027-10-07
SKU01660,Vancomycin,Antibiotic,500mg,Injection,Neimeth,7500,10403.28,334,58,BT431663,Emzor Pharmaceuticals,D3,2030-04-14
SKU01661,Fluconazole,Antifungal,150mg,Tablet,Swiss Pharma,1594,2124.65,233,61,BT293263,Emzor Pharmaceuticals,A3,2029-06-17
SKU01662,Cefuroxime,Antibiotic,500mg,Injection,Pfizer,19464,22408.87,222,67,BT369736,Swiss Pharma Nigeria,D1,2029-05-21
SKU01663,Clotrimazole,Antifungal,150mg,Tablet,Emzor,16243,18740.81,940,92,BT115309,Evans Medical,D1,2028-02-20
SKU01664,Methotrexate,General Medicine,10mg,Capsule,Swiss Pharma,19897,26857.94,404,41,BT542277,May & Baker Nigeria,A3,2027-01-28
SKU01665,Tranexamic Acid,General Medicine,10mg,Capsule,Pfizer,19025,30152.23,869,32,BT603350,Swiss Pharma Nigeria,A1,2028-03-09
SKU01666,Moxifloxacin,Antibiotic,250mg,Capsule,Fidson,18025,21177.1,83,27,BT301600,Evans Medical,D3,2028-09-26
SKU01667,Ondansetron,General Medicine,50mg,Capsule,GSK,7381,11563.4,380,26,BT705633,May & Baker Nigeria,C3,2028-03-09
SKU01668,Telmisartan,Antihypertensive,25mg,Tablet,Juhel,7342,8710.13,497,25,BT649610,Drugfield Pharmaceuticals,B1,2028-01-01
SKU01669,Betamethasone,Corticosteroid,5mg,Injection,GSK,19335,25534.58,841,48,BT279144,Drugfield Pharmaceuticals,C1,2028-12-07
SKU01670,Insulin Aspart,Antidiabetic,1000mg,Injection,Neimeth,12313,14446.45,324,47,BT503960,Swiss Pharma Nigeria,A2,2029-06-10
SKU01671,Diphenhydramine,Antihistamine,120mg,Syrup,Swiss Pharma,1384,1734.05,433,82,BT536106,May & Baker Nigeria,C2,2028-12-16
SKU01672,Omeprazole,Antifungal,200mg,Tablet,Neimeth,6472,7576.2,818,21,BT108965,Emzor Pharmaceuticals,B3,2026-12-29
SKU01673,Haloperidol,Psychiatric,10mg,Tablet,GSK,2969,3708.67,344,43,BT590094,Fidson Healthcare,A1,2027-07-27
SKU01674,Ethambutol,Antibiotic,500mg,Capsule,Swiss Pharma,8329,11603.94,803,42,BT257680,Fidson Healthcare,C3,2027-06-09
SKU01675,Potassium Chloride,General Medicine,50mg,Tablet,May & Baker,12540,19424.54,718,94,BT466753,Emzor Pharmaceuticals,B2,2028-01-07
SKU01676,Ramipril,Antihypertensive,10mg,Tablet,Swiss Pharma,12069,17141.3,740,42,BT209701,Emzor Pharmaceuticals,C3,2027-01-20
SKU01677,Pioglitazone,Antidiabetic,10mg,Injection,Swiss Pharma,13445,20293.47,27,49,BT473030,Emzor Pharmaceuticals,D3,2028-07-06
SKU01678,Risperidone,Psychiatric,10mg,Tablet,Drugfield,12555,19597.18,820,94,BT238790,Drugfield Pharmaceuticals,A2,2027-12-01
SKU01679,Bupropion,Psychiatric,100mg,Tablet,Neimeth,6058,8778.14,427,51,BT528392,Fidson Healthcare,D1,2028-01-31
SKU01680,Tramadol,Analgesic,500mg,Syrup,Evans,12320,14885.79,232,44,BT431379,Emzor Pharmaceuticals,C3,2027-10-03
SKU01681,Imipenem,Antibiotic,250mg,Capsule,Juhel,9938,13059.56,275,92,BT815983,May & Baker Nigeria,B2,2029-08-15
SKU01682,Memantine,General Medicine,50mg,Tablet,Evans,18409,28142.29,581,63,BT354634,Emzor Pharmaceuticals,D2,2029-05-09
SKU01683,Aluminium Hydroxide,General Medicine,50mg,Tablet,Neimeth,13372,18011.64,19,83,BT784618,Drugfield Pharmaceuticals,A1,2028-05-28
SKU01684,Insulin Glargine,Antidiabetic,1000mg,Tablet,May & Baker,16674,24803.47,441,44,BT108457,Swiss Pharma Nigeria,B2,2026-12-21
SKU01685,Fluoxetine,Psychiatric,50mg,Tablet,Swiss Pharma,18118,20851.62,18,84,BT671877,Emzor Pharmaceuticals,B2,2030-04-13
SKU01686,Domperidone,General Medicine,25mg,Tablet,Fidson,8865,10769.45,286,87,BT873735,Fidson Healthcare,D1,2028-04-03
SKU01687,Phenytoin,Antiepileptic,500mg,Tablet,Juhel,17019,20047.9,71,57,BT367804,Drugfield Pharmaceuticals,C3,2026-11-25
SKU01688,Beclometasone,Respiratory,200mcg,Nebule,Juhel,19921,27649.22,491,85,BT111771,Emzor Pharmaceuticals,D1,2028-04-17
SKU01689,Digoxin,General Medicine,50mg,Tablet,Drugfield,18440,27198.04,228,21,BT921571,Emzor Pharmaceuticals,D1,2027-07-05
SKU01690,Nifedipine,Antihypertensive,2.5mg,Tablet,Juhel,13311,19843.41,426,21,BT554322,Emzor Pharmaceuticals,B1,2027-03-07
SKU01691,Amitriptyline,Psychiatric,25mg,Tablet,Fidson,9200,11236.74,357,86,BT681685,Emzor Pharmaceuticals,C1,2029-11-15
SKU01692,Allopurinol,General Medicine,100mg,Capsule,Swiss Pharma,6221,8763.91,586,62,BT496606,Evans Medical,C1,2026-11-03
SKU01693,Clotrimazole,Antifungal,150mg,Cream,Drugfield,17937,25012.24,746,45,BT391962,Fidson Healthcare,B2,2029-05-13
SKU01694,Empagliflozin,Antidiabetic,850mg,Injection,May & Baker,809,968.17,872,84,BT814531,Emzor Pharmaceuticals,A3,2027-07-04
SKU01695,Alprazolam,Psychiatric,5mg,Tablet,Swiss Pharma,6115,8696.05,289,57,BT443968,Evans Medical,C3,2027-07-10
SKU01696,Carbamazepine,Antiepileptic,300mg,Tablet,Fidson,12063,15776.84,211,69,BT921320,Fidson Healthcare,C1,2028-08-15
SKU01697,Betamethasone,Corticosteroid,100mg,Cream,Swiss Pharma,14386,21964.06,674,33,BT814936,Swiss Pharma Nigeria,A1,2027-03-21
SKU01698,Bisoprolol,Antihypertensive,2.5mg,Tablet,Pfizer,5915,6848.97,428,94,BT624907,Drugfield Pharmaceuticals,B2,2027-04-27
SKU01699,Diazepam,Psychiatric,5mg,Tablet,Evans,16199,23812.5,387,26,BT212246,Evans Medical,A1,2027-05-31
SKU01700,Amiodarone,General Medicine,25mg,Tablet,Emzor,3001,3761.06,722,46,BT490046,Swiss Pharma Nigeria,C2,2028-10-01
SKU01701,Metoclopramide,General Medicine,100mg,Tablet,Evans,10871,13819.29,417,99,BT681258,Fidson Healthcare,A2,2027-10-24
SKU01702,Budesonide,Respiratory,4mg,Nebule,Juhel,17407,26866.76,586,94,BT610347,May & Baker Nigeria,D2,2027-06-25
SKU01703,Enalapril,Antihypertensive,5mg,Tablet,Fidson,17934,28003.55,941,37,BT417507,Swiss Pharma Nigeria,B3,2030-05-23
SKU01704,Tetracycline,Antibiotic,125mg,Suspension,Swiss Pharma,4133,6511.63,499,61,BT730086,Emzor Pharmaceuticals,A1,2029-11-17
SKU01705,Esomeprazole,Antifungal,500mg,Tablet,Juhel,10527,13975.17,381,39,BT818923,Drugfield Pharmaceuticals,C3,2030-05-24
SKU01706,Gliclazide,Antidiabetic,10mg,Injection,GSK,19083,28442.49,943,46,BT699632,Fidson Healthcare,D1,2027-05-22
SKU01707,Betamethasone,Corticosteroid,4mg,Tablet,Emzor,13546,17872.42,156,77,BT113205,Emzor Pharmaceuticals,C1,2029-01-02
SKU01708,Paroxetine,Psychiatric,50mg,Tablet,Neimeth,18312,27436.54,225,62,BT115985,Fidson Healthcare,A1,2029-11-08
SKU01709,Dexamethasone,Corticosteroid,5mg,Cream,Juhel,15330,19777.17,755,66,BT403448,Drugfield Pharmaceuticals,A2,2027-12-26
SKU01710,Artemether,Antimalarial,20/120mg,Tablet,Neimeth,16112,22695.89,65,51,BT583647,May & Baker Nigeria,C2,2028-04-20
SKU01711,Digoxin,General Medicine,100mg,Tablet,Fidson,6295,8385.44,314,31,BT459551,May & Baker Nigeria,B3,2027-01-20
SKU01712,Sildenafil,General Medicine,10mg,Tablet,Drugfield,5155,6626.1,489,83,BT118659,Fidson Healthcare,D2,2029-04-16
SKU01713,Pyrimethamine,Antimalarial,100mg,Injection,Swiss Pharma,19581,24983.54,623,79,BT137265,Evans Medical,A3,2026-12-28
SKU01714,Cyclosporine,General Medicine,10mg,Tablet,Evans,14258,18426.27,756,20,BT397447,Emzor Pharmaceuticals,A3,2029-11-28
SKU01715,Methotrexate,General Medicine,25mg,Capsule,Drugfield,10375,13260.04,482,90,BT356882,Swiss Pharma Nigeria,D1,2028-06-02
SKU01716,Diazepam,Psychiatric,10mg,Tablet,Fidson,19835,28247.08,982,36,BT618794,Fidson Healthcare,A1,2030-01-11
SKU01717,Mebendazole,Antifungal,150mg,Cream,GSK,11017,14378.95,689,23,BT942749,Evans Medical,D1,2029-11-23
SKU01718,Vitamin C,General Medicine,5mg,Tablet,Pfizer,6831,8524.66,832,89,BT633617,Emzor Pharmaceuticals,B2,2029-07-24
SKU01719,Azithromycin,Antibiotic,250mg,Capsule,Juhel,17201,20257.2,63,30,BT243894,Emzor Pharmaceuticals,D2,2027-06-30
SKU01720,Lumefantrine,Antimalarial,100mg,Tablet,Drugfield,9342,14240.81,680,24,BT373916,Swiss Pharma Nigeria,A3,2028-07-15
SKU01721,Morphine,Analgesic,1000mg,Syrup,Fidson,3359,5348.75,867,94,BT895084,Evans Medical,A2,2029-01-07
SKU01722,Levetiracetam,Antiepileptic,200mg,Tablet,GSK,3026,3644.15,253,86,BT141472,Drugfield Pharmaceuticals,C3,2029-02-27
SKU01723,Salbutamol,Respiratory,100mcg,Nebule,Fidson,9082,12182.21,357,50,BT518464,Evans Medical,D2,2030-03-27
SKU01724,Lumefantrine,Antimalarial,20/120mg,Injection,May & Baker,4949,7489.58,308,56,BT778399,Fidson Healthcare,D3,2029-05-30
SKU01725,Linezolid,Antibiotic,250mg,Injection,Neimeth,6673,9196.28,857,23,BT156819,Drugfield Pharmaceuticals,C1,2028-09-27
SKU01726,Topiramate,Antiepileptic,300mg,Capsule,GSK,14462,18871.36,500,38,BT447226,May & Baker Nigeria,A1,2028-01-16
SKU01727,Meropenem,Antibiotic,125mg,Capsule,Juhel,16131,25347.66,426,32,BT879497,Emzor Pharmaceuticals,B1,2029-12-12
SKU01728,Pilocarpine,General Medicine,10mg,Tablet,Pfizer,18321,26622.01,919,29,BT166929,Evans Medical,C3,2028-07-03
SKU01729,Lansoprazole,Antifungal,100mg,Cream,Evans,14559,20274.47,531,27,BT834451,Evans Medical,C3,2028-08-20
SKU01730,Ropinirole,General Medicine,5mg,Tablet,May & Baker,4182,5776.11,8,76,BT192287,Evans Medical,B1,2027-05-12
SKU01731,Tadalafil,General Medicine,50mg,Capsule,Evans,995,1455.71,264,73,BT614589,May & Baker Nigeria,A1,2027-11-18
SKU01732,Verapamil,Antihypertensive,100mg,Tablet,Fidson,10780,16559.29,172,94,BT229900,Evans Medical,A3,2028-12-16
SKU01733,Aluminium Hydroxide,General Medicine,5mg,Capsule,GSK,9188,14291.15,487,95,BT431420,Swiss Pharma Nigeria,A2,2028-01-17
SKU01734,Budesonide,Respiratory,2mg,Tablet,Swiss Pharma,12818,15510.61,799,78,BT789756,Evans Medical,C1,2030-06-06
SKU01735,Sulfasalazine,General Medicine,10mg,Capsule,Fidson,9278,12840.69,197,100,BT550328,Evans Medical,D2,2028-04-07
SKU01736,Tetracycline,Antibiotic,125mg,Suspension,Evans,4354,6309.99,279,50,BT484150,May & Baker Nigeria,B3,2027-06-15
SKU01737,Ceftriaxone,Antibiotic,625mg,Tablet,Neimeth,19095,23816.89,340,27,BT257570,Evans Medical,B3,2028-07-10
SKU01738,Amitriptyline,Psychiatric,50mg,Tablet,Emzor,8857,13597.66,963,36,BT987046,Emzor Pharmaceuticals,B2,2029-05-02
SKU01739,Doxycycline,Antibiotic,625mg,Suspension,Neimeth,7419,10477.58,698,93,BT138490,Drugfield Pharmaceuticals,A2,2030-02-06
SKU01740,Glimepiride,Antidiabetic,500mg,Injection,Juhel,17121,22716.17,356,48,BT622621,Evans Medical,D2,2028-11-01
SKU01741,Tranexamic Acid,General Medicine,50mg,Tablet,Neimeth,4872,5903.93,677,69,BT977312,Evans Medical,A3,2027-06-29
SKU01742,Tranexamic Acid,General Medicine,50mg,Tablet,Neimeth,7753,9074.56,387,92,BT139682,Drugfield Pharmaceuticals,C2,2026-10-28
SKU01743,Albendazole,Antifungal,100mg,Cream,May & Baker,13582,16409.3,795,61,BT716155,Drugfield Pharmaceuticals,C3,2028-06-05
SKU01744,Vancomycin,Antibiotic,250mg,Injection,Fidson,5094,6811.19,310,51,BT812777,Fidson Healthcare,D1,2029-10-27
SKU01745,Chlorpromazine,Psychiatric,5mg,Tablet,Drugfield,10610,12953.14,21,40,BT554980,Drugfield Pharmaceuticals,B3,2030-04-18
SKU01746,Amoxicillin,Antibiotic,125mg,Tablet,May & Baker,7376,9470.38,270,53,BT348543,May & Baker Nigeria,A3,2030-03-08
SKU01747,Vitamin C,General Medicine,25mg,Capsule,Emzor,10548,16442.49,960,29,BT698386,Fidson Healthcare,C1,2029-05-06
SKU01748,Fluoxetine,Psychiatric,50mg,Tablet,GSK,12098,19147.1,721,72,BT427273,Drugfield Pharmaceuticals,B2,2028-03-02
SKU01749,Bupropion,Psychiatric,25mg,Tablet,Drugfield,2729,3200.38,781,71,BT297923,Fidson Healthcare,B3,2029-02-02
SKU01750,Vitamin C,General Medicine,10mg,Tablet,Evans,9763,14030.05,0,29,BT233701,Emzor Pharmaceuticals,A1,2029-07-13
SKU01751,Aluminium Hydroxide,General Medicine,10mg,Capsule,Juhel,17624,24042.86,174,44,BT329000,Emzor Pharmaceuticals,B1,2027-09-13
SKU01752,Risperidone,Psychiatric,100mg,Tablet,May & Baker,19548,27875.74,488,97,BT498517,Evans Medical,B3,2029-04-02
SKU01753,Chlorpheniramine,Antihistamine,4mg,Syrup,Pfizer,16548,24338.83,975,76,BT604401,May & Baker Nigeria,B3,2028-11-28
SKU01754,Ferrous Sulphate,General Medicine,5mg,Tablet,May & Baker,8058,11094.07,975,61,BT208414,Drugfield Pharmaceuticals,B3,2029-08-04
SKU01755,Carbidopa,General Medicine,100mg,Tablet,Drugfield,18332,26833.7,58,27,BT149511,Swiss Pharma Nigeria,A3,2029-04-28
SKU01756,Naproxen,NSAID,400mg,Gel,GSK,7553,11050.6,296,33,BT777016,Fidson Healthcare,B1,2028-08-04
SKU01757,Gentamicin,General Medicine,100mg,Capsule,Evans,19647,31311.32,993,34,BT105853,Evans Medical,C3,2027-07-10
SKU01758,Loperamide,General Medicine,10mg,Capsule,Drugfield,10706,13902.14,283,58,BT970986,Evans Medical,C1,2030-06-23
SKU01759,Meloxicam,NSAID,100mg,Gel,Emzor,13319,19228.35,232,52,BT417903,Swiss Pharma Nigeria,B3,2026-12-22
SKU01760,Levodopa,General Medicine,100mg,Capsule,Swiss Pharma,5021,6428.11,356,98,BT126678,Evans Medical,C3,2028-04-25
SKU01761,Betamethasone,Corticosteroid,20mg,Cream,Swiss Pharma,5069,6211.8,13,36,BT694101,Evans Medical,C1,2026-12-13
SKU01762,Insulin Regular,Antidiabetic,500mg,Injection,Drugfield,17866,27606.24,179,58,BT550613,Drugfield Pharmaceuticals,B3,2030-02-14
SKU01763,Domperidone,General Medicine,100mg,Capsule,Juhel,16482,19941.92,559,71,BT747729,Evans Medical,A2,2028-09-17
SKU01764,Calcium Carbonate,General Medicine,50mg,Tablet,Juhel,13699,17755.64,377,27,BT436922,Emzor Pharmaceuticals,D1,2030-04-08
SKU01765,Hydrocortisone,Corticosteroid,5mg,Cream,Evans,6285,7533.26,31,63,BT824615,Evans Medical,A1,2027-04-25
SKU01766,Valsartan,Antihypertensive,100mg,Tablet,Pfizer,15268,22017.5,240,42,BT403414,Evans Medical,A2,2026-11-27
SKU01767,Pyrimethamine,Antimalarial,50mg,Tablet,Drugfield,13657,16125.56,384,93,BT958026,Evans Medical,B2,2027-12-08
SKU01768,Paroxetine,Psychiatric,100mg,Tablet,May & Baker,12551,18543.84,334,65,BT530860,Evans Medical,D3,2027-02-19
SKU01769,Alprazolam,Psychiatric,5mg,Tablet,Pfizer,19361,23000.22,481,43,BT537107,May & Baker Nigeria,B1,2028-06-23
SKU01770,Lumefantrine,Antimalarial,20/120mg,Tablet,Pfizer,2638,3541.35,928,90,BT513625,Fidson Healthcare,B3,2028-09-11
SKU01771,Zinc Sulphate,General Medicine,5mg,Tablet,May & Baker,16067,21957.39,793,74,BT334447,Fidson Healthcare,A2,2029-06-12
SKU01772,Venlafaxine,Psychiatric,10mg,Tablet,GSK,10482,16231.98,773,96,BT438411,Drugfield Pharmaceuticals,B3,2030-04-26
SKU01773,Haloperidol,Psychiatric,25mg,Tablet,Neimeth,2290,2765.74,323,99,BT901197,Swiss Pharma Nigeria,B3,2029-03-08
SKU01774,Apixaban,Anticoagulant,5mg,Injection,Fidson,18225,26232.54,66,94,BT859743,Fidson Healthcare,C1,2027-10-11
SKU01775,Glimepiride,Antidiabetic,850mg,Injection,Evans,16319,20158.97,464,36,BT208598,Fidson Healthcare,B3,2027-08-21
SKU01776,Loratadine,Antihistamine,180mg,Tablet,Swiss Pharma,11258,15071.71,563,26,BT815008,Swiss Pharma Nigeria,B3,2030-01-29
SKU01777,Flucloxacillin,Antibiotic,125mg,Injection,Neimeth,1169,1569.12,71,45,BT642963,Evans Medical,B2,2028-10-29
SKU01778,Tamsulosin,General Medicine,100mg,Capsule,Swiss Pharma,626,875.58,349,58,BT458975,Drugfield Pharmaceuticals,C2,2028-12-20
SKU01779,Clarithromycin,Antibiotic,625mg,Capsule,Pfizer,8714,11648.11,126,84,BT973781,Swiss Pharma Nigeria,B3,2027-04-06
SKU01780,Ferrous Sulphate,General Medicine,25mg,Tablet,Evans,1041,1403.73,140,30,BT105034,Fidson Healthcare,D2,2029-10-27
SKU01781,Esomeprazole,Antifungal,500mg,Capsule,Swiss Pharma,18912,25596.63,908,69,BT933507,Drugfield Pharmaceuticals,D2,2027-02-04
SKU01782,Warfarin,Anticoagulant,20mg,Tablet,Swiss Pharma,18514,24505.48,530,48,BT208816,Evans Medical,D2,2028-06-15
SKU01783,Quetiapine,Psychiatric,25mg,Tablet,Pfizer,8389,10648.52,726,70,BT635384,Swiss Pharma Nigeria,A3,2028-08-23
SKU01784,Rifampicin,Antibiotic,125mg,Capsule,Neimeth,19105,29175.42,598,81,BT991194,Evans Medical,D1,2028-10-20
SKU01785,Topiramate,Antiepileptic,100mg,Tablet,Drugfield,9858,15207.65,125,61,BT808076,Emzor Pharmaceuticals,B3,2026-12-09
SKU01786,Levetiracetam,Antiepileptic,200mg,Capsule,May & Baker,16862,25685.54,811,96,BT296485,Drugfield Pharmaceuticals,B3,2026-10-31
SKU01787,Piperacillin,Antibiotic,125mg,Injection,GSK,847,1212.94,694,75,BT935794,Evans Medical,D2,2030-04-02
SKU01788,Pioglitazone,Antidiabetic,25mg,Injection,GSK,191,259.19,84,87,BT206610,Drugfield Pharmaceuticals,B2,2026-11-25
SKU01789,Risperidone,Psychiatric,50mg,Tablet,Juhel,14668,17756.72,14,74,BT397985,Swiss Pharma Nigeria,C3,2027-12-28
SKU01790,Aluminium Hydroxide,General Medicine,10mg,Capsule,Drugfield,8025,9347.93,174,99,BT151853,Fidson Healthcare,A3,2029-09-01
SKU01791,Lorazepam,Psychiatric,5mg,Tablet,Fidson,667,838.29,882,24,BT566674,Swiss Pharma Nigeria,C3,2029-08-24
SKU01792,Ferrous Sulphate,General Medicine,25mg,Capsule,Fidson,13830,20724.49,698,57,BT225012,May & Baker Nigeria,D1,2028-11-17
SKU01793,Carvedilol,General Medicine,5mg,Tablet,GSK,17783,24286.4,691,42,BT334238,Swiss Pharma Nigeria,B2,2028-07-06
SKU01794,Metoclopramide,General Medicine,10mg,Tablet,Pfizer,4069,5204.52,462,86,BT878116,Fidson Healthcare,C2,2027-01-15
SKU01795,Rifampicin,Antibiotic,625mg,Suspension,Emzor,10809,14090.39,136,36,BT529594,May & Baker Nigeria,A1,2029-09-21
SKU01796,Insulin Aspart,Antidiabetic,500mg,Tablet,Evans,14359,21497.53,916,76,BT426660,Drugfield Pharmaceuticals,A2,2026-11-18
SKU01797,Flucloxacillin,Antibiotic,500mg,Capsule,Fidson,5701,7919.58,517,33,BT604257,Fidson Healthcare,A3,2027-03-15
SKU01798,Rifampicin,Antibiotic,500mg,Capsule,Neimeth,12286,17388.74,221,77,BT782487,Swiss Pharma Nigeria,A2,2029-09-07
SKU01799,Pilocarpine,General Medicine,5mg,Capsule,May & Baker,7990,9640.14,554,29,BT361952,Emzor Pharmaceuticals,D1,2028-04-15
SKU01800,Betamethasone,Corticosteroid,5mg,Cream,Pfizer,15367,23508.42,729,96,BT967777,Swiss Pharma Nigeria,D1,2028-09-05
SKU01801,Escitalopram,Psychiatric,25mg,Tablet,GSK,15564,20870.74,399,22,BT454569,Fidson Healthcare,C1,2028-12-29
SKU01802,Dexamethasone,Corticosteroid,5mg,Injection,Drugfield,18850,24841.16,737,36,BT510839,Emzor Pharmaceuticals,D3,2027-11-24
SKU01803,Vitamin D3,General Medicine,25mg,Tablet,May & Baker,511,697.48,402,93,BT860607,May & Baker Nigeria,C2,2029-11-19
SKU01804,Haloperidol,Psychiatric,50mg,Tablet,Juhel,9594,11993.8,590,96,BT965568,Fidson Healthcare,C3,2029-04-24
SKU01805,Cyclophosphamide,General Medicine,50mg,Tablet,Juhel,5183,8096.52,198,46,BT724680,Fidson Healthcare,B3,2027-11-28
SKU01806,Ramipril,Antihypertensive,25mg,Tablet,Swiss Pharma,8229,12194.57,80,66,BT294375,May & Baker Nigeria,A2,2028-06-08
SKU01807,Albendazole,Antifungal,500mg,Capsule,Juhel,4545,5718.09,887,90,BT363295,Fidson Healthcare,D3,2029-08-08
SKU01808,Hydrochlorothiazide,Diuretic,40mg,Tablet,GSK,10352,14212.85,907,95,BT125170,Emzor Pharmaceuticals,C1,2026-10-25
SKU01809,Aspirin,General Medicine,100mg,Capsule,May & Baker,17916,24833.83,759,56,BT652677,Emzor Pharmaceuticals,B1,2027-12-29
SKU01810,Diltiazem,Antihypertensive,10mg,Tablet,GSK,939,1104.66,424,70,BT844857,Swiss Pharma Nigeria,D3,2028-12-16
SKU01811,Clarithromycin,Antibiotic,500mg,Capsule,Juhel,5643,6690.21,318,37,BT380777,Drugfield Pharmaceuticals,B3,2028-09-30
SKU01812,Cefotaxime,Antibiotic,250mg,Tablet,GSK,15239,23495.98,488,78,BT538379,Drugfield Pharmaceuticals,C2,2030-02-20
SKU01813,Terbinafine,Antifungal,200mg,Cream,Drugfield,16031,18900.4,342,63,BT304938,Emzor Pharmaceuticals,D1,2027-10-25
SKU01814,Terbinafine,Antifungal,150mg,Cream,GSK,14785,20718.86,774,79,BT795812,Fidson Healthcare,B2,2028-11-03
SKU01815,Quinine,Antimalarial,20/120mg,Injection,Pfizer,5117,5969.02,936,24,BT494641,Evans Medical,C2,2028-01-01
SKU01816,Chlorpromazine,Psychiatric,50mg,Tablet,Pfizer,1654,2039.41,968,30,BT698375,Evans Medical,B1,2030-04-03
SKU01817,Tinidazole,Antifungal,150mg,Cream,Drugfield,6106,9566.55,306,59,BT995189,Swiss Pharma Nigeria,D1,2030-05-28
SKU01818,Gabapentin,Antiepileptic,100mg,Tablet,Emzor,8847,12672.5,444,89,BT972877,Drugfield Pharmaceuticals,D1,2029-04-26
SKU01819,Hydrocortisone,Corticosteroid,4mg,Cream,Pfizer,16035,21788.7,388,94,BT905461,Fidson Healthcare,C2,2028-10-02
SKU01820,Betamethasone,Corticosteroid,4mg,Injection,Swiss Pharma,17273,19918.21,109,65,BT690060,Emzor Pharmaceuticals,D1,2030-04-23
SKU01821,Doxycycline,Antibiotic,125mg,Capsule,May & Baker,4644,6560.65,573,52,BT351514,May & Baker Nigeria,B3,2028-02-08
SKU01822,Rivaroxaban,Anticoagulant,5mg,Tablet,Juhel,4876,5949.85,606,93,BT857871,May & Baker Nigeria,B1,2027-05-22
SKU01823,Sertraline,Psychiatric,10mg,Tablet,May & Baker,14406,17706.48,819,30,BT649084,Evans Medical,C2,2027-11-25
SKU01824,Metronidazole,Antifungal,100mg,Capsule,Juhel,3964,4737.11,199,80,BT787072,Swiss Pharma Nigeria,C2,2030-06-25
SKU01825,Codeine,Analgesic,1000mg,Tablet,May & Baker,16196,18870.68,284,73,BT368010,Fidson Healthcare,C1,2029-03-04
SKU01826,Praziquantel,General Medicine,25mg,Capsule,Juhel,11045,14555.41,108,91,BT349304,Evans Medical,A3,2027-03-03
SKU01827,Lamotrigine,Antiepileptic,100mg,Tablet,Swiss Pharma,15568,18636.63,646,47,BT988008,Swiss Pharma Nigeria,A3,2027-06-26
SKU01828,Morphine,Analgesic,1000mg,Syrup,Pfizer,16456,20784.6,334,37,BT953766,May & Baker Nigeria,D2,2028-12-27
SKU01829,Quetiapine,Psychiatric,100mg,Tablet,Emzor,16659,21040.52,892,21,BT302606,Drugfield Pharmaceuticals,A2,2027-06-27
SKU01830,Nitroglycerin,General Medicine,100mg,Capsule,May & Baker,17417,26025.24,56,22,BT193680,Fidson Healthcare,B1,2030-04-09
SKU01831,Isosorbide Mononitrate,General Medicine,5mg,Tablet,Neimeth,4442,6030.36,875,96,BT144355,Fidson Healthcare,D1,2030-05-29
SKU01832,Levetiracetam,Antiepileptic,200mg,Capsule,Evans,16387,26203.16,687,65,BT473828,May & Baker Nigeria,C1,2028-10-23
SKU01833,Pyrazinamide,Antibiotic,1g,Capsule,GSK,18057,28034.75,75,48,BT663452,May & Baker Nigeria,A2,2029-10-07
SKU01834,Cloxacillin,Antibiotic,125mg,Tablet,Drugfield,5819,8232.41,867,40,BT532343,May & Baker Nigeria,C2,2026-11-17
SKU01835,Escitalopram,Psychiatric,10mg,Tablet,Drugfield,1933,2393.44,941,72,BT650632,Emzor Pharmaceuticals,B3,2027-09-19
SKU01836,Vancomycin,Antibiotic,625mg,Tablet,GSK,11685,16754.66,617,50,BT334942,Fidson Healthcare,A3,2029-01-22
SKU01837,Telmisartan,Antihypertensive,10mg,Tablet,Evans,15706,18927.25,871,23,BT622575,Drugfield Pharmaceuticals,A1,2029-07-29
SKU01838,Lansoprazole,Antifungal,500mg,Capsule,Evans,10334,16401.02,973,74,BT669253,Fidson Healthcare,B3,2029-03-10
SKU01839,Praziquantel,General Medicine,50mg,Capsule,Evans,6676,9142.65,419,77,BT322105,Emzor Pharmaceuticals,C2,2029-08-05
SKU01840,Cetirizine,Antihistamine,4mg,Tablet,May & Baker,4978,7507.04,578,67,BT783914,Evans Medical,B2,2026-11-16
SKU01841,Memantine,General Medicine,50mg,Capsule,Emzor,2701,4085.08,651,92,BT217051,Evans Medical,B2,2029-09-15
SKU01842,Pilocarpine,General Medicine,5mg,Tablet,Juhel,4633,7349.08,50,72,BT486840,May & Baker Nigeria,D3,2029-12-20
